Depth     DS        PS        IK        BK        PZ
2589.80   23.1324   57.7746   60.9997   16.3551   45.9456
2590.00   23.3290   54.4038   52.6386   143.9505  61.4227
2590.20   24.2157   49.2449   47.6462   249.6940  78.7084
2590.40   24.6378   45.0646   44.2290   288.6042  87.7519
2590.60   24.6957   41.3314   41.5147   158.4027  86.4773
2590.80   24.2041   38.9151   39.7213   77.3947   78.4414
2591.00   23.5314   36.6558   39.0427   51.5910   73.6465
2591.20   23.2403   34.0220   39.2851   44.9041   68.7060
2591.40   23.3232   31.8110   40.0606   44.4849   65.2343
2591.60   23.3020   30.3854   41.4905   42.8468   60.5244
2591.80   22.9994   29.9384   43.6959   35.8528   59.0192
2592.00   22.6755   31.4123   45.7558   28.3587   58.9949
2592.20   22.5560   32.4514   45.3196   32.2896   60.4880
2592.40   22.6987   32.6809   44.5683   38.5018   62.2360
2592.60   22.9396   32.3547   44.4714   40.0939   63.3649
2592.80   23.3290   32.0406   44.4714   39.7793   64.2874
2593.00   23.3116   31.4848   44.5683   40.8685   64.3481
2593.20   22.7661   32.1252   44.4714   42.4150   63.2314
2593.40   22.5926   34.3603   44.3744   41.6580   60.9007
2593.60   23.1381   37.6465   44.6653   42.8790   56.4700
2593.80   24.4605   47.9038   45.6831   45.3273   51.9665
2594.00   24.5665   55.9381   48.3490   48.7861   45.7028
2594.20   23.7935   61.3145   55.0621   41.9245   39.2935
2594.40   22.9608   64.3470   62.3569   25.5499   32.5564
2594.60   22.8625   57.6779   69.2639   15.4427   27.3125
2594.80   22.9396   55.4186   77.1887   15.3618   19.6892
2595.00   22.9608   55.8415   84.4350   12.6913   19.5314
2595.20   23.3116   61.2782   88.2642   7.6737    18.6793
2595.40   23.8340   67.4399   88.4580   8.4600    19.2790
2595.60   23.4080   72.0672   88.2399   9.7052    19.2959
2595.80   22.7661   70.4120   89.5486   13.3057   17.8223
2596.00   23.2596   65.1323   91.3662   18.1123   18.4438
2596.20   24.1521   65.4223   92.3841   7.9581    18.4608
2596.40   24.1848   69.9770   89.3063   7.9164    19.8786
2596.60   22.7044   73.3841   84.6289   11.0962   20.7089
2596.80   22.7237   64.1778   80.8240   16.1781   22.9182
2597.00   22.8721   56.6026   79.4426   20.4457   26.2442
2597.20   23.0977   50.9726   78.8367   19.8486   27.8708
2597.40   23.2075   48.2904   79.7092   25.3684   27.5310
2597.60   23.3097   48.0005   82.8840   23.3235   19.4756
2597.80   23.5507   50.0906   87.0282   10.3521   18.4851
2598.00   24.1386   57.2309   91.3420   7.9521    17.9485
2598.20   24.6879   72.0551   92.3599   9.3198    18.7060
2598.40   24.8209   76.3320   92.1902   11.9205   19.9320
2598.60   24.6764   75.1601   92.3599   13.9812   20.2331
2598.80   24.5106   72.4780   93.9109   15.3043   18.1379
2599.00   23.5545   69.4817   96.1163   16.0813   15.6397
2599.20   23.3579   65.6639   99.8485   15.0030   14.0568
2599.40   24.2523   66.0626   104.2351  10.2324   13.4839
2599.60   24.5626   71.0886   108.6459  6.9657    13.3406
2599.80   24.1925   76.0904   108.4762  6.6068    13.5178
2600.00   23.4215   77.9630   106.4405  8.1118    14.3676
2600.20   22.7565   72.6713   104.0897  9.4288    15.3411
2600.40   23.0071   62.4139   103.1930  10.7238   15.3872
2600.60   23.3810   57.5208   103.3384  11.4300   16.1981
2600.80   23.5275   53.9205   104.0654  11.0629   15.7490
2601.00   23.3020   53.4614   105.7134  13.2260   14.2098
2601.20   23.4042   55.6965   109.1063  12.9219   11.5271
2601.40   24.0383   58.2699   118.0248  8.3904    10.9250
2601.60   24.6918   76.1387   127.4765  6.1546    10.2258
2601.80   25.0253   83.3877   133.0264  5.4624    9.2377
2602.00   25.0118   84.7288   137.6553  5.5201    9.0847
2602.20   24.8152   85.6591   141.7267  5.7570    8.7740
2602.40   24.7169   87.9787   144.5138  5.9793    8.8662
2602.60   24.7169   87.9787   146.8888  6.1200    9.1381
2602.80   24.6243   87.0001   148.0521  6.0674    9.1309
2603.00   24.4528   87.9546   148.2218  5.7764    8.9391
2603.20   24.3140   89.7668   148.7065  5.6797    8.9876
2603.40   24.1887   91.0596   149.6031  5.9102    8.9342
2603.60   24.3198   91.7482   151.0573  6.3397    8.5142
2603.80   24.4374   89.3560   152.8022  6.1661    8.4875
2604.00   24.4817   88.3291   154.7410  5.9190    8.3345
2604.20   24.6687   88.3774   154.6925  5.6691    8.3248
2604.40   24.8421   89.1386   152.0267  5.4358    8.2884
2604.60   25.0272   88.8486   150.9603  5.4501    8.2132
2604.80   23.7299   87.4955   146.8403  6.6791    8.4098
2605.00   24.2870   84.5596   144.5865  8.1118    9.0119
2605.20   24.8344   83.0857   146.5980  6.8056    9.5363
2605.40   24.9308   85.3328   147.5674  5.0713    9.7621
2605.60   24.6841   88.3895   145.1197  5.1268    9.3542
2605.80   23.8918   90.5159   143.2536  6.5451    8.8978
2606.00   23.4504   89.7668   143.6898  7.4245    8.9658
2606.20   23.8128   84.6079   144.5380  6.1546    8.8881
2606.40   24.1540   86.4927   144.7077  5.1191    9.0070
2606.60   24.4547   88.3533   143.1808  5.1345    9.8034
2606.80   24.0538   89.5614   139.5214  5.4256    9.9563
2607.00   24.3217   88.3049   134.5774  6.2711    10.9687
2607.20   24.6243   84.2455   130.3363  7.5001    11.4105
2607.40   24.5029   81.0680   125.3681  8.9196    11.0124
2607.60   24.6879   80.4156   119.4305  7.5424    12.1486
2607.80   24.8807   78.4825   115.5529  9.9784    14.3214
2608.00   25.0426   75.3413   113.8564  14.6086   14.2437
2608.20   25.1139   74.3627   108.5974  14.5103   13.3698
2608.40   25.0638   75.1359   111.8449  11.3021   12.0199
2608.60   25.0214   77.5281   118.9215  7.8278    11.1022
2608.80   24.7496   79.2316   125.8043  7.7810    9.9757
2609.00   24.5067   79.1470   131.4026  8.2748    8.7206
2609.20   24.7535   80.3069   137.1705  5.1441    8.6404
2609.40   24.7631   83.5448   141.5329  4.9920    8.8055
2609.60   24.6918   86.3115   145.1681  5.0865    8.3078
2609.80   24.6918   88.4137   147.2281  5.0296    8.5361
2610.00   24.6108   89.8514   148.5853  5.8003    8.4341
2610.20   24.6089   90.5884   149.6759  7.5142    8.4098
2610.40   24.5800   87.1451   150.3544  7.9880    8.6890
2610.60   24.5280   83.1581   151.3481  6.3254    8.9196
2610.80   24.4258   85.1275   152.2205  5.5888    8.9609
2611.00   24.3602   87.1813   149.6031  6.0697    8.9998
2611.20   24.4682   85.0671   146.5011  6.9553    9.8325
2611.40   24.6899   79.3283   144.1260  7.5907    9.9927
2611.60   24.8267   78.4100   142.8658  7.1726    9.1891
2611.80   24.9193   84.1005   143.7140  5.8156    8.5506
2612.00   24.9231   89.0782   144.7561  5.3228    8.0141
2612.20   24.9019   89.2473   145.7740  5.5888    7.6426
2612.40   24.8865   87.7854   146.8161  5.4870    7.6232
2612.60   24.7014   88.7520   147.9794  6.0289    8.2132
2612.80   24.6494   86.5893   149.3850  6.3278    8.4122
2613.00   24.7014   85.5262   151.2269  5.4953    8.0699
2613.20   24.7728   87.6525   152.8506  5.0447    7.7106
2613.40   24.7940   90.1776   154.4502  5.2141    7.7300
2613.60   24.8441   87.8338   155.9285  5.7054    7.6451
2613.80   25.0099   88.0754   157.1160  5.1635    7.4241
2614.00   25.1120   90.1655   157.7946  4.9696    7.4387
2614.20   24.9270   91.9415   157.9158  5.0561    7.3125
2614.40   24.7207   92.0865   158.4247  4.7082    6.9410
2614.60   24.6706   92.1711   157.8915  4.6555    6.6667
2614.80   24.6494   91.6516   156.1466  4.9640    7.2809
2615.00   24.6282   90.8542   153.5292  4.9845    7.7980
2615.20   24.6147   91.2650   150.4998  5.2180    7.8101
2615.40   24.5819   90.8783   146.5011  5.5575    8.3297
2615.60   24.5569   90.2138   140.5150  6.2125    9.1333
2615.80   24.5260   89.8635   134.8925  7.7431    10.2064
2616.00   24.5704   90.3347   130.6028  8.3873    9.3494
2616.20   24.6629   90.2138   127.6946  7.8927    8.9949
2616.40   24.8306   90.2622   129.3669  6.8414    8.6647
2616.60   24.6918   90.9387   134.1654  5.4911    8.4462
2616.80   24.6725   92.1952   139.1578  5.4256    8.2083
2617.00   24.8017   93.2826   141.6298  5.5742    7.9024
2617.20   24.9250   94.2854   143.4232  5.7505    7.8441
2617.40   25.0253   93.8746   144.9258  5.8726    8.1597
2617.60   25.1005   91.8690   146.7919  5.7440    8.2083
2617.80   25.0947   90.3951   149.0457  5.9480    7.9825
2618.00   24.9540   90.7213   151.8085  5.4175    7.7276
2618.20   24.8325   92.7148   154.4259  5.2043    7.4071
2618.40   24.7708   94.3458   156.7040  4.9140    7.0891
2618.60   24.7188   95.1794   158.2308  4.9011    6.9774
2618.80   24.6879   95.3365   160.3393  5.0296    6.9823
2619.00   24.6417   94.7324   162.6659  5.0127    6.1471
2619.20   24.5839   94.5512   164.8712  4.7188    6.1593
2619.40   24.5337   94.7203   167.0524  4.6748    6.7444
2619.60   24.5453   95.3244   168.9912  4.7902    7.0818
2619.80   24.6378   95.2519   170.0333  4.7135    6.9556
2620.00   24.8075   94.7566   170.6877  4.7776    6.7104
2620.20   24.9462   94.4183   169.7667  4.9696    6.9119
2620.40   24.9462   94.4304   168.4338  4.8317    7.1814
2620.60   24.9809   93.9592   167.0282  5.0372    7.0066
2620.80   25.0079   93.5001   165.7922  5.2771    7.0842
2621.00   24.9540   93.5242   164.5320  5.2652    7.2906
2621.20   25.0079   94.0437   163.6110  5.1693    7.6669
2621.40   25.0137   93.4638   162.9082  5.3871    7.5916
2621.60   24.9636   92.8356   163.5868  5.5097    7.3416
2621.80   24.8248   93.0893   165.2590  5.1326    7.5601
2622.00   24.6301   93.7296   164.9682  5.1345    6.9240
2622.20   24.5800   94.3941   165.0894  5.3468    6.6934
2622.40   24.5819   95.0948   166.3981  5.5951    6.4482
2622.60   24.5935   94.5874   168.5550  5.5742    6.9046
2622.80   24.6243   94.6599   171.5601  4.8956    7.1571
2623.00   24.6475   95.6868   174.0079  4.6433    7.0624
2623.20   24.6629   96.5446   174.9288  4.6329    6.6642
2623.40   24.6629   97.1366   173.2324  4.8082    6.7759
2623.60   24.7169   96.5809   172.4568  5.0694    7.3707
2623.80   24.7593   96.0130   170.9058  5.2949    7.2590
2624.00   24.7689   94.7686   169.3547  5.5118    7.0940
2624.20   24.7438   92.8960   167.9491  5.5679    6.5574
2624.40   24.7381   93.1618   167.6583  5.1518    6.7298
2624.60   24.8711   94.5632   167.0766  5.1422    7.0915
2624.80   25.0060   95.7714   165.7437  5.3830    7.4654
2625.00   25.1082   96.1339   164.2169  5.5909    7.8757
2625.20   25.1679   94.0317   162.5447  5.5763    7.9437
2625.40   25.2219   93.3913   161.3329  5.6204    7.5018
2625.60   25.2296   94.0437   161.8419  5.9883    7.2518
2625.80   25.2296   94.8774   163.9019  5.4134    7.2857
2626.00   25.1776   95.2640   166.5435  5.2909    7.4484
2626.20   25.0850   95.1673   169.2336  5.2082    6.6570
2626.40   25.1062   95.4694   171.1481  5.1018    6.5501
2626.60   25.0503   95.8922   172.3841  4.9808    6.4822
2626.80   24.9694   95.5298   173.2566  4.8809    6.4894
2627.00   24.8595   96.0493   172.6992  4.8754    6.6375
2627.20   24.7959   96.2788   171.7056  4.9752    6.9216
2627.40   24.9501   95.9285   169.7183  5.1249    7.4727
2627.60   25.1371   95.1553   167.3917  5.2949    7.6135
2627.80   25.2682   94.2612   165.7679  5.5554    7.6669
2628.00   25.4050   92.9081   164.7986  5.7938    7.9437
2628.20   25.4686   91.2166   163.7564  5.4624    8.0432
2628.40   25.5592   89.1265   162.6901  5.8682    7.6766
2628.60   25.5534   90.0447   161.5268  6.2546    8.1452
2628.80   25.3973   91.0716   159.9758  5.7032    7.8344
2629.00   25.2084   91.8207   159.0306  5.3649    8.3928
2629.20   25.1467   91.4824   158.1339  5.5139    8.1112
2629.40   25.2026   90.5401   157.5038  5.9190    7.6718
2629.60   25.2392   90.4555   156.6556  5.7204    7.9461
2629.80   25.1583   91.0233   157.2857  5.4053    7.8854
2630.00   25.0214   91.4462   157.3584  5.5554    8.0359
2630.20   25.0176   91.1562   156.8252  5.6776    8.1209
2630.40   25.0137   89.7185   155.5165  5.7894    8.5458
2630.60   25.0118   88.5466   153.7716  5.8550    8.9245
2630.80   25.0079   87.9183   150.8634  6.0994    8.7958
2631.00   25.0542   88.0391   147.0827  6.5870    9.1818
2631.20   25.1043   88.9211   143.7140  9.1535    9.8665
2631.40   25.0214   89.8272   139.2548  10.1065   9.6820
2631.60   25.0542   89.4165   134.5532  7.3386    9.3882
2631.80   25.0638   89.8635   139.6910  5.8199    9.1648
2632.00   25.1217   91.6999   141.9449  5.9190    8.6186
2632.20   25.3607   93.0893   143.0597  5.9013    9.0605
2632.40   25.5920   92.7027   146.0164  5.2612    8.9658
2632.60   24.9405   92.7510   147.4220  5.3029    8.7206
2632.80   24.1713   93.6330   146.3314  7.5679    8.7643
2633.00   24.7959   89.0540   146.7919  8.3308    9.7378
2633.20   25.5534   88.5103   148.9973  6.6242    9.4902
2633.40   25.2296   90.2138   150.3787  5.7268    9.1964
2633.60   25.0619   90.4192   149.0700  6.0130    9.4052
2633.80   23.6066   89.0419   144.1503  9.1192    9.1648
2634.00   23.9227   83.2306   139.5698  8.3999    9.8446
2634.20   24.3892   82.8319   148.6095  6.7420    9.5120
2634.40   24.7303   86.4081   149.9909  5.9569    9.2862
2634.60   25.0407   89.5010   150.8876  5.0846    9.0483
2634.80   25.0812   93.1739   149.6759  4.9939    9.0143
2635.00   25.1255   93.6934   147.3493  7.2865    9.6577
2635.20   24.9886   92.2315   146.2587  6.5845    10.1845
2635.40   24.9694   89.8393   145.7013  5.4358    10.5438
2635.60   24.9559   89.0661   142.8900  7.1941    9.0265
2635.80   24.9173   89.5010   135.6922  10.3560   8.9051
2636.00   24.8826   92.9322   130.3605  9.8630    10.1068
2636.20   24.8344   95.5902   136.2254  6.8081    10.3569
2636.40   24.7631   95.0948   142.8416  5.6840    9.4295
2636.60   24.6359   95.5298   143.6413  5.0504    9.5436
2636.80   24.5376   94.0921   144.4168  5.0353    9.7597
2637.00   24.5993   90.2743   145.9436  8.1058    9.7961
2637.20   24.0750   86.5289   143.4474  9.6725    9.6577
2637.40   23.5217   82.9165   141.8722  8.2903    9.8131
2637.60   23.7453   80.4156   145.3620  7.4356    9.6188
2637.80   24.1559   80.9835   146.6465  6.6816    9.6868
2638.00   24.2388   84.0039   146.5253  5.6755    9.7038
2638.20   24.4971   86.8793   143.8110  5.2672    9.1964
2638.40   24.5819   87.5559   142.4780  6.8388    9.6941
2638.60   23.9535   88.9453   140.9512  6.7623    9.7451
2638.80   24.2639   91.5187   130.6513  5.1383    9.7864
2639.00   24.4855   92.0986   122.0963  5.1268    9.8252
2639.20   24.4875   92.9201   115.0924  8.2748    9.7402
2639.40   24.5588   91.9778   112.5719  12.9026   9.7038
2639.60   24.6455   90.5401   111.8691  12.7821   9.7305
2639.80   24.7516   91.5066   106.0285  9.8335    9.8616
2640.00   24.8132   90.1534   102.2236  13.4967   10.0947
2640.20   24.9308   87.5559   107.8219  18.6362   10.1335
2640.40   24.7207   85.2604   115.6013  13.5984   9.8471
2640.60   24.2272   82.3487   127.7673  13.4210   9.9223
2640.80   24.1540   82.8199   136.4677  10.9268   9.7524
2641.00   24.1925   85.1154   142.7689  7.9313    9.9005
2641.20   24.2966   86.3719   148.6822  5.4562    9.8252
2641.40   24.4875   85.5624   151.2027  5.0770    9.7742
2641.60   24.3834   85.1516   152.7295  5.3669    9.8738
2641.80   24.5029   86.6014   155.9770  5.7118    9.9102
2642.00   24.8075   88.5707   156.0255  5.6267    9.9417
2642.20   24.9212   88.2083   155.1288  5.4665    9.7524
2642.40   24.6532   88.3774   156.0012  6.1384    9.8883
2642.60   24.1848   90.3467   157.3341  6.4428    9.8058
2642.80   24.5588   92.1469   156.1709  5.9124    9.8398
2643.00   24.8287   93.5484   154.1351  5.4154    9.9636
2643.20   23.5179   93.9954   153.4565  5.4256    9.3736
2643.40   23.9342   93.8746   154.2321  5.8134    9.5630
2643.60   24.2658   93.7538   156.1951  6.2734    9.7038
2643.80   24.3795   93.9954   155.5650  5.8836    9.8738
2644.00   24.3063   93.9108   157.1887  5.4829    10.0874
