Depth     GZ4       GZ3       GZ2       GZ1       IK        DS        BK        GZK3      PS        PZ        NKT       GK
2597.40   7.8337    9.7067    7.3917    6.8142    136.0966  22.4898   6.6172    15.7874   94.1858   11.7312   3.3215    7.0427
2597.60   8.2848    8.6455    7.0546    7.0096    134.6251  22.5619   6.9098    16.0098   92.2721   13.0527   3.5241    6.6363
2597.80   9.8622    8.4313    6.6905    6.5521    129.7934  22.5717   6.8285    16.3836   82.6670   15.2633   3.7975    5.8707
2598.00   14.3606   8.6138    6.3337    6.0351    122.8279  22.3766   7.2153    17.3024   75.9995   20.0944   4.1368    5.5566
2598.20   17.5180   9.4755    6.1393    6.0104    113.6796  21.9437   9.2951    19.3867   70.7582   26.4034   4.4328    5.5404
2598.40   21.1386   11.6466   6.1442    7.0715    103.0842  22.3513   11.5953   19.3769   66.0410   32.1162   4.8625    5.1507
2598.60   22.7843   13.3382   10.1796   13.1610   86.3327   22.6243   17.6549   20.9041   62.0917   35.1217   5.2224    4.7448
2598.80   23.5280   14.4943   16.0925   18.8523   73.8488   22.5463   21.1930   21.7715   58.5446   34.1778   4.2011    5.1188
2599.00   22.3577   15.7843   21.2968   22.7925   70.8811   21.6726   20.4086   21.1240   55.8630   25.9190   3.7202    5.6248
2599.20   20.4315   16.9527   29.9090   26.1687   68.5266   21.3001   18.4286   18.6561   53.4495   21.9821   3.2610    5.8643
2599.40   18.3957   18.1088   36.6880   27.6651   65.3136   20.8965   17.2803   15.9560   53.9981   18.8276   3.2698    5.5094
2599.60   17.3449   19.1554   41.0925   26.8860   65.9513   20.8926   17.0014   14.3067   57.5939   16.1823   3.1557    5.7131
2599.80   13.2610   19.7396   46.0261   27.8630   74.2167   20.8184   16.4389   12.7428   61.4822   13.1719   3.2130    5.8348
2600.00   10.6863   19.2771   48.1053   27.2323   84.9592   21.2416   12.5501   10.4776   66.2726   11.1401   3.2968    6.4523
2600.20   8.5408    17.7194   35.1624   21.4197   93.3718   22.0919   9.2266    9.2757    74.1102   10.3577   3.4510    6.9121
2600.40   7.1998    16.2711   25.8735   17.3485   102.4465  22.4293   7.1860    8.0103    85.0195   9.7193    3.3215    6.7845
2600.60   6.4781    15.3754   17.0177   10.6975   112.8702  22.5307   7.0544    7.4411    90.0171   9.2598    3.2529    6.9485
2600.80   6.1417    14.8594   14.9975   8.3107    121.7733  22.7004   6.6172    7.0575    91.9064   8.9319    3.2267    6.6461
2601.00   6.0173    14.5722   12.6673   7.8927    127.7332  22.6126   6.7432    6.8255    92.6621   8.7556    3.2950    6.9799
2601.20   6.2782    14.2728   10.8022   7.5884    132.2215  22.5522   7.1199    6.7937    93.5519   8.6364    3.1085    7.2906
2601.40   6.3611    14.0197   9.2446    7.4227    135.5080  22.5658   6.3254    6.9281    94.8440   8.5768    2.8763    7.4751
2601.60   6.3001    13.7155   8.7820    7.6181    137.9852  22.5775   6.0935    7.3214    96.5870   8.5395    2.9252    7.5173
2601.80   6.1612    13.4502   8.8533    7.5736    139.9963  22.5990   5.9885    7.9467    98.0497   8.5072    3.0346    7.4344
2602.00   6.4342    12.8173   8.3194    7.3658    141.4434  22.5834   6.3465    8.2839    98.6348   8.4898    2.9815    7.0633
2602.20   7.1584    11.7488   7.4582    7.1209    142.4980  22.5229   6.3488    8.0298    98.2935   8.4699    3.0946    6.9632
2602.40   7.8020    10.6584   6.7200    7.0838    143.2583  22.4937   6.2857    8.0420    96.5261   8.4526    3.1847    7.3848
2602.60   8.2531    9.8503    7.2466    7.2768    144.2148  22.5307   6.4363    8.6381    94.8805   8.4550    3.2071    7.5723
2602.80   8.5652    8.9570    7.5369    7.4969    145.3431  22.7433   6.2857    9.1047    95.1243   8.4824    3.1784    7.0260
2603.00   9.2039    8.4508    7.1038    6.2701    146.1770  22.7296   5.9510    9.0460    94.9415   8.5494    3.2417    7.4942
2603.20   10.1890   8.6674    6.5281    6.1489    146.7656  22.7121   6.0085    8.9557    94.3198   8.6711    3.2580    7.2130
2603.40   10.9228   9.2564    6.2328    6.9082    146.5939  22.6848   5.9819    9.1853    92.9303   8.8351    3.3330    6.8822
2603.60   11.1276   8.8621    7.6599    7.6255    143.6753  22.3649   5.7265    9.9182    91.2726   8.9916    3.4504    6.5333
2603.80   10.9301   8.5676    9.0059    8.7682    139.9718  21.3879   6.0307    10.9002   89.2004   9.0735    3.4222    6.3075
2604.00   10.4373   8.9965    8.4651    8.6327    137.7890  21.5361   7.0153    12.1094   87.9937   9.0859    3.4309    6.8606
2604.20   9.7752    8.0748    7.8856    9.1648    138.0833  22.0880   7.9111    11.9531   89.5417   9.1431    3.4494    6.7556
2604.40   9.0423    7.5345    6.5668    8.4750    141.5905  22.3845   6.2927    10.3383   91.5895   9.2300    3.2651    6.9578
2604.60   8.3411    7.5639    6.2402    8.3050    143.3810  22.3649   6.3371    10.0403   92.8450   9.4039    3.2592    7.2194
2604.80   7.7938    7.5883    6.8099    8.0168    140.4133  22.3532   6.2927    10.1502   93.5641   9.6249    3.3918    6.5313
2605.00   7.3369    7.4661    7.2962    7.5413    137.0286  22.3610   6.0486    10.5191   92.9303   9.9255    3.4278    6.5436
2605.20   6.7799    7.3292    7.5810    6.9327    133.9874  22.3727   6.3044    10.9735   92.2964   10.2732   3.3530    7.0054
2605.40   6.3376    7.4123    7.2790    6.5583    132.2951  22.3747   6.5636    11.1225   92.6987   10.5837   3.4045    7.1261
2605.60   6.2033    7.7130    6.8492    6.9968    135.5571  22.3884   6.6344    11.3082   93.2960   10.8992   3.4661    6.8459
2605.80   6.4769    8.0406    6.5275    7.4403    136.6853  22.5717   6.3441    11.5964   92.8450   11.2444   3.4602    6.6805
2606.00   6.8458    8.3266    6.8124    7.8517    134.2081  22.5697   6.4960    12.1534   91.6260   11.6865   3.5159    6.2393
2606.20   7.2416    8.6249    7.0825    7.6275    131.8291  22.5502   7.2233    12.5565   90.9556   11.9647   3.4220    6.4027
2606.40   7.7107    9.0062    7.5172    7.3491    129.4745  22.4859   6.8538    13.1672   89.6880   12.9036   3.2753    6.8272
2606.60   8.0528    9.4194    8.6002    8.0439    126.3352  21.9067   7.0518    13.9978   87.3598   13.8574   3.0501    6.1558
2606.80   7.9502    9.6492    8.9096    9.0441    123.0241  21.4815   8.2946    15.1337   85.3730   14.7168   3.1115    5.8682
2607.00   7.7816    9.5905    8.3890    9.9433    119.4923  21.9925   9.5706    16.6606   82.7279   15.5812   3.2462    5.4103
2607.20   7.8036    9.4145    8.8900    9.8103    115.5190  22.0549   7.5454    18.4683   81.4481   16.0159   3.1890    4.9303
2607.40   8.3826    9.5807    9.7078    10.4903   110.4911  21.7662   8.0023    19.9951   81.9966   14.9603   2.9955    5.4692
2607.60   9.0178    10.1161   10.6238   11.5546   105.2425  22.1933   10.3894   21.5586   84.4100   14.3492   2.8959    5.6179
2607.80   9.5920    10.7028   12.0285   12.6115   100.4108  22.3103   10.7887   23.6839   87.2867   14.8659   2.7419    5.8859
2608.00   9.5187    11.2871   13.3522   12.4612   95.2112   21.0973   8.1758    26.2978   86.4091   15.6458   2.8330    6.2731
2608.20   8.4901    11.5218   13.8924   14.0207   93.2982   21.3177   9.1485    28.5941   86.3481   16.0879   2.8835    6.3301
2608.40   7.8866    10.1528   11.3310   12.0005   99.9693   22.1504   12.3111   28.4720   88.3471   17.1709   3.0405    5.9909
2608.60   7.7400    9.6932    10.6508   9.9187    96.7809   21.0720   7.9581    28.4353   83.5446   18.7034   3.1290    6.1337
2608.80   8.0283    10.1455   10.6508   9.3176    92.6850   20.5981   8.2976    30.5362   78.5592   21.0755   3.3391    6.1863
2609.00   8.8590    10.9204   11.0560   10.0246   88.2458   20.8945   9.8179    34.5181   74.6099   24.4536   3.2614    5.8083
2609.20   9.6140    11.7467   11.8959   10.4410   82.6537   21.5771   11.2490   39.0375   71.1482   28.2911   3.2968    5.7190
2609.40   10.3591   12.8444   13.4357   10.8697   75.4430   21.1207   9.8470    44.5462   65.3949   32.0790   3.3241    5.9620
2609.60   10.9675   14.0227   16.3851   13.7472   69.2624   20.8204   11.5141   47.1723   62.3842   36.2394   3.5196    5.4937
2609.80   11.5148   15.5336   17.8782   16.4573   63.4006   20.7970   16.2756   45.0348   60.2389   40.5738   3.5196    4.8960
2610.00   12.1134   16.7632   22.8635   19.1673   59.1820   21.0934   19.0029   40.6010   58.9347   42.4615   3.6937    5.3318
2610.20   13.1175   19.0392   27.1979   21.9512   55.4786   21.1753   17.9644   37.4863   58.4959   42.6354   3.7066    5.0751
2610.40   14.3122   21.0243   32.9077   24.4026   52.7561   21.2046   22.4100   34.5059   58.7762   41.5922   3.7118    5.1085
2610.60   15.3970   23.3346   40.0540   25.5605   50.2790   21.2319   26.8018   32.8448   60.9581   39.0214   3.5847    5.3092
2610.80   16.6602   25.6081   43.8482   24.9569   49.0036   20.7482   24.4715   31.1592   63.8103   36.2022   3.6718    5.6410
2611.00   18.0625   28.0773   47.6793   25.9670   48.8074   20.7112   24.0499   27.6170   66.8454   33.7432   3.8016    5.6213
2611.20   19.7141   32.4655   52.5417   27.4082   49.4941   21.3645   22.3355   25.4428   71.1726   30.5763   4.4898    5.4167
2611.40   19.7117   37.8071   55.3905   27.7778   50.5488   21.6122   21.7326   25.2351   75.6338   27.8068   4.8765    5.8388
2611.60   17.8207   41.9020   55.4028   27.3466   51.1865   22.5015   23.6617   24.4412   79.3272   25.3353   4.9231    6.0704
2611.80   15.8466   43.2710   54.5064   25.4619   52.5845   22.8505   20.9592   22.9388   84.0322   22.8887   4.4530    6.2147
2612.00   14.0191   41.0952   51.3507   23.3555   55.0861   22.7998   17.7662   20.7402   87.4695   20.7899   4.2107    5.8913
2612.20   12.9392   38.5405   46.6233   21.0397   57.7840   23.0300   16.2696   18.1141   89.2979   19.2002   3.9741    5.4128
2612.40   12.3430   35.3380   40.1768   17.0091   62.1007   22.7589   12.6292   15.4147   89.5904   18.8723   3.5741    5.5261
2612.60   12.2282   32.3677   30.4273   14.5036   67.6191   22.8388   12.1663   13.4359   89.5417   17.6577   3.4809    5.5762
2612.80   12.6044   29.2018   25.3193   14.5036   72.8432   22.6321   10.7013   15.3414   89.4198   17.4367   3.4858    5.9777
2613.00   11.3535   25.6815   21.1935   14.6440   78.4107   22.1153   10.2785   17.2713   89.3101   17.5733   3.4443    6.1406
2613.20   11.1605   22.6745   17.5835   12.9293   84.5423   21.9808   12.2611   18.4072   89.3710   17.8937   3.5568    5.9659
2613.40   12.1769   19.3864   14.1822   11.4782   89.4966   22.0744   9.4127    15.3658   89.4564   18.3060   3.6895    5.3087
2613.60   14.9133   19.2153   12.7701   10.0246   91.9492   22.1543   8.4681    14.7551   89.6026   18.7283   3.5991    5.1968
2613.80   16.7823   22.1122   14.9558   9.7980    88.8099   22.0373   8.9676    16.8804   89.6392   18.9369   3.6561    5.4260
2614.00   19.2426   24.4958   17.2274   11.1604   82.8745   21.8598   9.9863    19.3233   89.5904   18.8276   3.7472    5.7121
2614.20   17.1854   24.9114   18.7254   13.1338   78.0673   22.1504   11.8598   21.4853   89.5173   18.3333   3.5605    5.9094
2614.40   14.5737   23.3346   16.7485   16.0803   76.0562   22.4761   15.3463   20.8257   89.3223   17.6602   3.4944    5.2748
2614.60   14.6983   19.6675   14.8698   14.0650   80.0294   22.4469   9.3710    18.2607   88.7250   17.3423   3.2940    5.8074
2614.80   15.5558   16.4528   15.8767   11.7935   84.5178   22.4391   10.0828   17.3079   87.7986   17.6925   3.3894    5.6724
2615.00   18.9739   16.6606   19.0324   10.1651   82.7273   22.4352   10.0716   18.7370   86.8601   18.4054   3.5829    6.0547
2615.20   19.5700   19.2886   20.1621   11.5127   79.1955   22.1699   10.5871   22.2304   85.8727   18.9816   3.6439    5.9683
2615.40   16.1911   19.0197   18.1115   13.0081   78.3371   21.6765   13.9397   24.9176   84.8367   18.9791   3.2236    6.2015
2615.60   14.5688   16.2816   15.2382   14.6218   84.9347   21.9301   10.9575   24.4290   83.4837   19.3095   3.0979    6.2530
2615.80   14.4368   13.8614   13.3104   11.4757   90.0607   21.3235   9.4022    20.5814   82.1550   20.4372   3.1054    6.2991
2616.00   15.6609   13.5802   12.8684   11.4610   89.5211   20.9140   10.8567   22.1693   80.6314   21.7288   3.1788    5.9649
2616.20   17.6277   15.3893   13.8384   11.4757   84.4932   21.0310   13.0276   25.2351   78.7299   22.6403   3.1449    5.9364
2616.40   18.2311   17.1739   16.2328   13.4861   78.1900   20.9959   12.6432   27.7269   76.5602   24.0437   3.3123    5.8888
2616.60   17.8500   17.6262   18.2957   16.4696   73.6526   20.8906   18.4286   28.5453   75.3169   24.3418   3.3094    5.7509
2616.80   16.5160   17.2351   19.5972   16.7159   70.8811   21.1227   20.6821   27.8490   76.1092   23.0378   3.2795    5.9728
2617.00   15.5436   16.6483   21.1812   21.4831   70.3415   21.3001   15.3861   27.4948   76.2433   22.6279   3.3536    6.1018
2617.20   14.7422   17.0273   20.6901   18.0956   71.5188   20.9920   11.7203   27.9590   74.9025   23.7084   3.4970    5.5556
2617.40   14.2170   17.7240   22.9740   16.5977   71.6660   20.4850   13.3940   29.1071   73.4764   24.1679   3.3660    5.1345
2617.60   14.0215   17.7484   23.7353   17.4205   70.2925   20.5318   16.7890   30.2186   72.5134   23.5221   3.1998    4.5200
2617.80   14.6738   17.5895   21.4514   16.4006   68.0361   20.7404   13.4784   30.7439   73.1838   22.0691   3.1400    4.6466
2618.00   15.2749   18.9708   23.7598   16.5780   66.4664   20.7619   13.0807   31.2202   74.8659   20.1689   3.0352    5.6861
2618.20   14.0484   19.3008   25.0982   17.5634   66.3683   20.8087   15.1042   31.8065   76.5846   19.8957   2.8485    5.9836
2618.40   13.7259   18.4574   15.1744   17.1027   73.3828   21.2455   15.3463   33.3700   77.1575   21.6344   2.9130    5.8471
2618.60   14.7325   18.0418   15.1645   14.1932   75.9581   21.3840   11.9258   38.0603   75.0122   24.7516   2.7404    5.8020
2618.80   16.5331   18.2374   16.9622   10.5691   72.6715   21.2358   9.5353    44.2531   70.5022   27.8689   2.8359    5.4280
2619.00   18.0772   19.2886   19.3738   11.4683   68.3058   20.9940   11.8949   47.7098   63.3350   31.5698   2.9410    5.6007
2619.20   19.2108   20.2542   19.7937   12.9810   63.5232   21.1734   15.3236   49.0778   59.2394   34.3766   2.8015    5.8515
2619.40   19.3135   21.6844   22.1636   14.7130   59.7462   21.2358   18.1984   46.8548   57.4232   35.0844   2.8574    5.6130
2619.60   21.8300   23.3468   24.3124   17.8665   56.6558   21.2299   22.3272   42.7263   57.3013   35.8420   3.0580    5.5885
2619.80   22.6362   24.6547   27.2225   22.0621   54.9390   21.3333   21.5327   39.5016   57.2282   37.5435   3.0615    5.3774
2620.00   24.3709   25.7304   30.4273   22.8505   53.8598   21.5615   19.1865   36.7900   56.2287   41.4307   2.8812    5.0088
2620.20   26.3865   27.1605   33.4848   20.2513   51.2355   22.0178   19.2007   33.9929   54.6075   43.6662   2.8948    4.9583
2620.40   29.0129   29.0062   36.4317   19.6231   48.3414   22.5795   21.3503   31.1592   53.4617   44.8833   3.1703    5.2297
2620.60   31.9692   31.7076   39.4769   21.4708   45.1285   22.6555   24.2015   28.8384   53.9859   41.6915   3.3686    5.1713
2620.80   33.9849   34.5679   43.0010   24.3656   41.8665   21.8247   26.5551   27.1528   56.0336   35.8544   3.0942    5.2979
2621.00   33.4107   37.9905   49.7053   27.3220   39.7081   21.7545   25.8958   25.4794   58.6299   31.8927   3.0407    5.8191
2621.20   31.4195   42.9776   53.1803   29.8473   41.1552   21.6746   25.7050   23.7816   62.1404   28.6513   2.9451    5.7288
2621.40   29.0252   45.8990   50.2824   31.7073   45.2511   21.5205   20.6668   22.5235   66.6504   26.1674   3.0366    5.6091
2621.60   26.8874   44.5789   43.7746   23.2077   49.2979   21.7721   16.0070   21.2166   69.5514   23.7084   2.9878    5.7038
2621.80   24.7496   43.3321   43.0255   21.8034   53.3203   21.5420   16.3057   20.4348   72.4403   21.4357   3.2942    6.1573
2622.00   22.7950   42.4520   41.7608   22.0005   56.9747   21.3879   18.5106   19.4528   75.1828   19.8087   3.3762    6.4891
2622.20   20.4618   41.3030   38.4086   21.4462   60.5310   21.3645   16.7271   19.1963   77.9376   19.2002   3.3884    6.5887
2622.40   18.2873   39.5428   34.1356   20.2390   65.7061   21.3352   12.9125   18.8347   80.6680   17.9285   3.4637    6.1661
2622.60   16.4671   35.7536   19.6758   17.8985   70.4396   21.7448   14.0379   17.2640   82.7767   16.5797   3.3387    5.9737
2622.80   15.3311   32.2577   16.4980   14.2252   76.6693   22.3708   11.6814   15.8935   84.6294   16.6617   3.4069    5.7043
2623.00   15.7220   27.4294   15.1375   10.6307   80.9614   22.5814   9.5247    15.6077   86.2019   17.0616   3.4606    5.8093
2623.20   16.2473   24.3124   14.9337   9.3176    81.4520   22.6984   9.1722    16.1549   86.7991   17.7273   3.5707    5.1291
2623.40   16.7603   22.5645   14.6464   9.0687    80.2502   22.8837   9.7817    17.1760   84.2516   18.4228   3.4425    5.2714
2623.60   17.9453   21.6233   13.7967   9.1205    77.3070   22.2401   10.5910   16.9610   77.6451   19.1505   3.2405    5.0275
2623.80   19.9243   20.9632   13.7598   10.0394   75.3940   21.9262   11.3241   16.1989   72.9035   20.2732   3.3194    5.2798
2624.00   22.9660   19.8386   14.6660   10.9855   75.2468   21.7565   11.9522   15.3976   70.4778   20.6234   3.3961    5.4196
2624.20   26.0567   19.8386   16.7117   12.2592   76.2279   21.5790   12.5130   15.2730   71.0995   19.5380   3.8099    5.5502
2624.40   29.0374   20.7187   19.0201   13.7053   76.6448   21.5420   12.3430   15.6272   76.3286   18.7978   3.9491    5.5227
2624.60   30.7476   22.4056   20.2063   15.0973   76.4976   21.8013   11.7030   15.7909   81.8991   18.0974   4.2505    5.6866
2624.80   30.2834   24.0557   20.3856   16.3809   75.4430   22.0432   11.9611   15.7005   87.7621   17.3920   4.5628    5.6788
2625.00   28.2922   26.3415   17.1292   14.7967   75.1732   22.0763   11.4589   15.0800   92.3086   16.5922   4.5242    5.8147
2625.20   26.5209   24.8014   16.0241   14.5233   75.7864   22.1348   11.0798   13.4653   92.3574   15.5092   3.7763    5.8712
2625.40   24.9695   21.4644   16.2058   12.8012   77.4542   22.2382   9.7564    11.5964   89.9439   14.5132   3.3819    6.0145
2625.60   23.6013   19.6920   17.0801   11.4511   80.8633   22.4586   9.2608    9.9548    89.4442   13.6538   3.0977    6.0125
2625.80   22.1231   19.0319   17.0187   12.0374   84.9347   22.3825   8.8687    9.4320    90.7240   12.7596   3.1538    6.0135
2626.00   20.7183   18.7385   14.9288   10.0961   90.6003   22.4196   7.9581    9.4760    93.3081   11.9573   3.2222    6.1975
2626.20   18.2262   18.4330   13.9440   8.3838    96.4866   22.4644   7.2904    9.5981    94.3564   11.1376   3.2547    6.2697
2626.40   17.1341   18.1151   12.6940   9.1353    102.5691  22.4605   7.6155    9.6446    89.6270   10.4769   3.2574    6.5548
2626.60   15.0916   17.9196   11.8197   10.0246   107.7932  22.2713   8.6805    9.6959    89.9195   10.0969   3.2207    6.8194
2626.80   12.9123   17.1202   11.1640   11.1086   113.1400  22.3435   8.5626    9.4711    91.0775   9.8361    3.1115    6.4802
2627.00   11.8837   16.1838   10.3585   8.9948    117.8000  22.6516   7.1172    8.9092    90.7606   9.7442    3.0271    6.0606
2627.20   11.2094   15.4162   9.3566    7.7113    121.8714  22.5288   6.6614    8.2839    90.8459   9.6523    3.1493    6.3006
2627.40   11.1923   14.5141   8.5339    7.3787    125.3050  22.4800   6.9149    7.7660    91.8820   9.5007    3.2128    6.4758
2627.60   11.3828   13.3162   7.9740    6.8268    128.2727  22.4917   6.3301    7.4069    93.2960   9.3691    3.3654    6.5828
2627.80   11.5612   12.7442   7.9224    6.8465    129.6953  22.4644   6.4339    7.8539    94.5636   9.2176    3.4209    5.5502
2628.00   11.5734   12.1941   8.0182    6.9032    131.1914  22.4508   6.7158    8.3230    95.8557   9.0363    3.3306    5.5389
2628.20   11.4586   11.7198   8.0206    6.6371    132.4667  22.4274   6.6001    8.4891    96.5017   8.8847    3.1731    5.4785
2628.40   11.2338   11.2774   7.8880    6.9204    133.7421  22.4391   6.4386    8.5013    96.3920   8.7506    3.0240    5.7936
2628.60   11.0921   10.9326   7.7186    6.6272    135.9495  22.4254   6.2602    8.6967    95.8801   8.6711    2.8912    6.1063
2628.80   11.0188   10.6393   7.6081    7.2358    137.8871  22.3845   6.3865    8.8384    95.4656   8.6364    2.8179    6.1067
2629.00   10.9528   10.4046   7.5712    7.9305    139.0398  22.3279   6.6664    8.8384    95.9654   8.6215    3.0194    6.4955
2629.20   10.8771   10.1968   7.5000    6.8662    139.9718  22.4332   6.1935    8.7236    97.1112   8.6239    2.9675    6.8866
2629.40   10.7720   9.9352    7.3674    6.9722    139.4567  22.5054   6.0486    8.4866    98.2082   8.6364    3.1013    6.5146
2629.60   10.5644   9.6859    7.2372    6.9204    137.5927  22.4956   5.9996    8.3865    99.0858   8.6140    3.2018    6.6255
2629.80   10.3494   9.4683    7.3060    6.2281    134.1591  22.6750   5.7329    8.4304    100.0000  8.5693    3.2995    6.7119
2630.00   10.1759   9.3143    7.3355    5.8241    129.5481  22.8115   5.7669    8.4329    100.3535  8.4824    3.2920    6.4312
2630.20   9.9414    9.1871    7.2397    5.7797    127.1445  22.7784   5.9576    8.4720    100.4144  8.3929    3.3896    7.0501
2630.40   9.7141    9.1236    7.1169    5.9226    138.1814  22.6887   5.8140    8.5819    100.2560  8.2737    3.3853    7.3617
2630.60   9.4698    9.0894    7.0309    5.9793    142.3754  22.5600   5.7201    8.5453    99.9878   8.1694    3.3737    7.1860
2630.80   9.2011    9.0967    7.0138    5.9670    138.4512  22.5444   5.7690    8.3743    99.9756   8.1073    3.2985    7.4712
2631.00   8.8639    9.0576    7.0702    6.2503    133.1290  22.5073   5.9907    8.3230    100.2682  8.1222    3.3644    7.0299
2631.20   8.5976    9.0111    7.1365    6.5977    129.4500  22.4917   6.1161    8.4598    100.9629  8.2712    3.4034    6.8076
2631.40   8.3191    8.9378    7.1537    6.7036    129.0085  22.4547   5.9050    8.4011    101.5358  8.4401    3.4063    7.0417
2631.60   8.1285    8.8522    7.0899    6.4745    127.0464  22.4157   5.8118    8.2839    101.9990  8.5892    3.3701    6.6594
2631.80   7.9770    8.7520    6.9818    6.6396    126.5068  22.4196   5.7286    8.1544    102.4013  8.6190    3.4999    6.5298
2632.00   7.8158    8.6346    6.9499    6.8613    129.8424  22.4878   5.8204    8.1544    102.7669  8.5643    3.5975    6.1107
2632.20   7.6277    8.4904    7.0064    6.8588    134.7967  22.6692   5.8658    8.2472    103.0473  8.4352    3.7651    6.3664
2632.40   7.4249    8.3682    7.0211    7.1569    140.8547  22.7082   5.6341    8.2081    103.2911  8.3159    3.6748    6.6687
2632.60   7.3223    8.2899    7.0359    7.6497    147.8202  22.7472   5.6050    8.1031    103.5592  8.1371    3.6284    6.2452
2632.80   7.2538    8.2557    6.9990    7.9897    147.3788  22.8369   5.5926    8.0640    104.1321  7.9608    3.5703    6.5013
2633.00   7.1806    8.3168    6.9622    7.3737    138.8191  22.6731   5.5268    8.1177    104.5709  7.7471    3.5196    6.9656
2633.20   7.2221    8.3731    6.8566    6.1271    132.6139  22.5405   5.4942    8.3303    104.8391  7.5310    3.6109    6.3806
2633.40   7.2367    8.3706    6.7583    5.7551    135.9249  22.5756   5.3657    8.4598    104.7294  7.3969    3.6034    6.8189
2633.60   7.1195    8.3217    6.6454    5.5950    143.9696  22.6458   5.0762    8.4842    104.4734  7.4267    3.6054    6.2466
2633.80   6.8067    8.2484    6.5250    5.4841    150.2729  22.6536   5.0556    8.3962    104.2296  7.6031    3.5983    6.2653
2634.00   6.5331    8.0895    6.3310    5.4201    151.8425  22.6126   5.0369    8.2888    104.1809  7.8192    3.5231    6.1853
2634.20   6.4329    7.9110    6.1493    5.2476    152.3331  22.5795   4.9961    8.1471    104.1199  7.9583    3.6779    6.5342
2634.40   6.4329    7.7546    6.0609    5.1614    152.3331  22.5424   5.0762    7.9858    104.0590  8.0427    3.4732    6.9980
2634.60   6.5527    7.6348    6.2770    5.5482    151.9161  22.5463   5.2733    7.8808    104.0102  8.0825    3.3101    6.5686
2634.80   6.7212    7.7081    6.5496    5.7847    151.3030  22.5502   5.4276    7.8808    103.8396  8.0825    3.2366    6.8631
2635.00   6.8581    7.8181    6.6896    5.8586    150.6898  22.5892   5.5186    7.9296    103.7299  8.0725    3.3424    7.1129
2635.20   6.9460    7.9183    6.7780    6.0089    149.9050  22.7511   5.4922    7.9907    103.9371  8.0104    3.5776    7.0319
2635.40   6.9851    7.9721    6.7927    6.1419    149.0956  22.7901   5.2674    8.0762    104.2296  7.9285    3.6854    6.9647
2635.60   6.9656    8.0112    6.7706    6.0902    148.6786  22.8330   5.2170    8.3327    104.7172  7.8241    3.7729    7.3151
2635.80   6.8556    8.0088    6.7559    6.2232    148.6786  22.8525   5.2967    8.5159    105.1438  7.8390    3.5285    7.1080
2636.00   6.6699    7.9819    6.7092    6.5115    148.8013  22.8661   5.3281    8.5770    105.5461  7.9682    3.5056    7.1880
2636.20   6.4549    7.9306    6.8296    6.2478    148.6296  22.7433   5.3065    8.6698    105.8142  8.1818    3.5727    7.1521
2636.40   6.3181    7.8743    6.8247    5.5851    148.5070  22.5288   5.2441    8.7480    105.8264  8.3855    3.5922    7.3519
2636.60   6.2350    7.8743    6.7952    5.2895    148.4824  22.5502   5.3419    8.8482    105.5217  8.5072    3.4720    7.4599
2636.80   6.2106    7.8743    6.7461    5.3437    148.4579  22.5522   5.5166    9.0021    105.0098  8.4749    3.4309    6.9215
2637.00   6.1837    7.8328    6.6036    5.4225    148.2126  22.5249   5.5719    9.1413    104.6563  8.4054    3.6095    6.6108
2637.20   6.1740    7.7154    6.4686    5.5654    147.9183  22.5073   5.7329    9.2195    104.4856  8.2886    3.5088    6.3566
2637.40   6.1862    7.5981    6.4612    6.0212    147.3542  22.4781   6.0063    9.1022    104.3393  8.2886    3.5363    6.8542
2637.60   6.2668    7.5859    6.6331    6.5977    146.5448  22.4371   5.9930    9.1487    104.3028  8.4675    3.6679    7.0383
2637.80   6.2546    7.5272    6.6528    7.3466    145.7600  22.4956   5.7498    9.2366    104.5831  8.8698    3.7776    6.3703
2638.00   6.1471    7.3805    6.7313    7.0781    144.8280  22.6828   5.7033    9.0900    105.0341  9.1331    3.7379    6.3948
2638.20   6.0689    7.3292    6.9131    6.2774    144.1413  22.7998   5.7371    8.9092    105.5704  9.3294    3.5296    6.4425
2638.40   6.1251    7.4832    7.0678    6.1739    143.1112  22.8174   5.9159    8.7260    105.9118  9.4237    3.5286    6.6167
2638.60   6.3034    7.6201    7.1979    6.1468    142.4244  22.8252   6.0152    8.5037    105.6802  9.2176    3.6118    6.4169
2638.80   6.2815    7.7546    7.3330    6.1592    142.5225  22.8252   5.9664    8.3059    104.8147  8.9493    3.6337    5.9634
2639.00   6.2473    7.8548    7.4239    6.5730    143.3564  22.8291   5.8723    8.1788    104.3393  8.7208    3.4028    6.4115
2639.20   6.4061    7.9330    7.4804    6.9377    143.8224  22.8310   5.5350    8.1129    104.4734  8.5643    3.2433    6.4032
2639.40   6.5502    8.0993    7.4681    6.6223    144.2639  22.8252   5.4376    8.1006    105.0585  8.4650    3.1363    6.5745
2639.60   6.7505    8.2655    7.3723    6.2848    144.4111  22.8057   5.5268    8.2448    105.5948  8.4252    3.4543    6.8528
2639.80   7.0022    8.5149    7.2127    6.4646    144.1658  22.7881   5.5658    8.4940    106.0580  8.4923    3.4175    7.1173
2640.00   7.3149    8.7447    7.2667    6.1739    143.7489  22.6770   5.4577    8.7847    106.3993  8.6935    3.4586    7.1355
