Depth     GZ4       GZ3       GZ2       GZ1       IK        DS        BK        GZK3      PS        PZ        NKT       GK
2511.80   6.8247    7.4357    4.9499    5.4731    172.1587  21.4685   4.7180    6.9418    95.8720   6.8536    3.2040    7.8813
2512.00   6.7780    7.2633    5.0241    5.4854    172.3553  21.4784   4.7740    6.9713    95.2003   7.1427    3.2863    8.1698
2512.20   6.8443    7.1624    5.1973    5.6672    171.7901  21.4705   5.0661    6.9126    94.7850   7.3823    3.4243    8.5472
2512.40   6.8983    7.1230    5.3952    5.8098    170.1683  21.4705   5.2062    6.8564    94.4675   7.4688    3.3480    7.8441
2512.60   6.8861    7.1008    5.5708    5.8688    168.4236  21.4488   5.1111    6.9566    94.3820   7.4836    3.4152    7.8754
2512.80   6.8247    7.1254    5.6203    5.5739    167.0721  21.4606   5.0103    7.1081    94.3942   7.4441    3.1797    7.8167
2513.00   6.7534    7.1796    5.5906    5.4780    165.1308  21.4488   5.0586    7.1863    94.2110   7.3650    3.0994    7.7434
2513.20   6.6380    7.1944    5.6722    5.7361    163.6810  21.4606   5.1073    7.1228    94.0401   7.2366    3.1315    8.0974
2513.40   6.5275    7.1870    5.8231    6.1440    162.6244  21.5434   5.3562    7.0299    94.2477   7.0784    3.1433    7.9825
2513.60   6.4145    7.1648    5.9394    6.4930    162.3787  21.5020   5.2778    7.0299    94.8461   6.9302    3.2409    8.4387
2513.80   6.3016    7.1304    5.9814    6.6970    162.7718  21.3837   5.1017    7.0226    95.3957   6.7375    3.2389    7.9615
2514.00   6.1419    7.0811    5.9542    6.6552    163.4353  21.4626   4.8880    6.9884    95.8354   6.4805    3.0635    8.3155
2514.20   5.9627    6.9236    5.8949    6.3971    164.8114  21.4567   4.9297    6.8955    96.3239   6.2903    3.1284    8.3810
2514.40   5.8055    6.7684    5.7984    6.2153    166.8510  21.3482   5.0307    6.8076    96.7391   6.3965    3.2456    7.7996
2514.60   5.6385    6.7561    5.6698    6.1661    168.8660  21.2022   5.0214    6.7221    96.9468   6.6263    2.9936    8.0470
2514.80   5.4519    6.8374    5.5758    6.1366    170.2421  21.3975   4.9424    6.6561    97.0200   6.6930    3.1276    8.2201
2515.00   5.3954    6.8620    5.4892    5.8712    171.1758  21.5040   4.9025    6.6048    96.9834   6.6387    3.2644    8.4269
2515.20   5.4568    6.8177    5.4273    5.6795    171.4216  21.5257   4.9224    6.5412    96.7391   6.5744    3.2115    8.4245
2515.40   5.4961    6.7438    5.4199    5.9597    171.4216  21.5356   4.9662    6.4191    96.4216   6.5077    3.0680    7.8382
2515.60   5.4985    6.7069    5.3828    6.3062    171.4216  21.4961   5.0586    6.2236    96.2995   6.4805    3.1605    7.8236
2515.80   5.4641    6.7610    5.3803    6.3701    171.8147  21.3975   5.1281    6.1943    96.4582   6.6485    3.1172    7.9722
2516.00   5.4078    6.7202    5.3150    6.2924    170.9055  21.5356   5.0698    6.2309    96.7269   6.9475    3.3020    7.7170
2516.20   5.4760    6.7640    5.3027    6.2528    170.5123  22.0286   4.9882    6.3042    97.0078   7.1970    3.1670    7.4632
2516.40   5.5272    6.8443    5.3568    6.3740    170.5123  21.5119   4.8862    6.4020    97.2887   7.3650    3.0629    7.2867
2516.60   5.5541    6.9149    5.4626    6.6658    170.7827  21.2969   4.8628    6.5339    97.3986   7.3453    2.9479    7.3556
2516.80   5.5882    6.9806    5.5684    6.9577    171.0284  21.2634   5.0251    6.8051    97.3742   7.1130    2.9048    7.7898
2517.00   5.6175    6.9928    5.6742    6.9206    171.6181  21.2318   5.2062    7.2230    97.0078   6.9426    3.0112    8.2700
2517.20   5.6345    6.9417    5.7431    6.6312    172.4045  21.2141   5.1489    8.0904    96.0552   6.9154    3.0559    7.7321
2517.40   5.5004    6.8249    5.7308    6.8736    172.8714  21.1608   5.1357    8.3470    94.3210   7.1130    3.1254    7.7013
2517.60   5.0957    6.6326    5.6004    6.6832    173.1417  21.0878   4.8360    8.8601    91.6341   7.3774    3.2548    6.5973
2517.80   4.6666    6.3429    5.2338    6.4432    172.5765  20.8985   5.1054    9.4221    87.9580   7.8789    3.4348    6.1068
2518.00   4.2107    5.9170    4.8031    6.3072    170.7581  20.8946   5.6797    9.9181    83.3781   8.9043    3.6633    5.8995
2518.20   3.9668    5.4862    4.5177    6.4754    168.4236  20.4015   6.5898    9.9181    53.8959   9.9666    3.5937    6.2022
2518.40   3.8498    5.2014    4.9114    7.6107    165.3520  19.8571   7.8516    10.4288   45.3957   11.8765   3.6482    6.1714
2518.60   3.7450    5.1114    5.7923    11.2540   163.2633  19.8453   9.1098    10.7538   42.0005   14.5448   3.6243    6.1831
2518.80   3.6548    5.1600    6.7963    13.8189   161.9609  19.9045   10.0525   10.6316   40.0953   16.0618   3.6800    6.5273
2519.00   3.5645    5.2282    7.8150    12.3918   161.4695  20.0465   10.0007   10.6585   38.4099   16.8623   3.7334    6.1249
2519.20   3.4621    5.3572    9.8794    13.7027   161.4695  19.7743   9.8797    10.8540   36.8710   17.4972   3.8986    6.3792
2519.40   3.3768    5.5276    11.6880   15.0012   162.1329  19.8354   10.2774   10.9469   35.7230   18.5621   3.6639    6.3024
2519.60   3.2915    5.7880    13.2997   16.3740   162.9193  19.8157   10.8340   10.9762   34.8559   19.3379   3.7407    5.9934
2519.80   3.2915    6.1044    15.3666   17.7467   163.1650  19.7743   11.1461   11.0666   34.2697   19.8172   3.6445    6.0653
2520.00   3.4597    6.4646    17.6058   18.9587   163.4353  19.7428   11.3326   11.3085   34.8315   19.9580   3.7766    6.1870
2520.20   3.7742    6.9441    19.2544   19.8739   163.3124  19.7013   11.2410   11.7068   36.8344   19.8666   3.9713    6.6349
2520.40   4.2058    7.8569    20.5093   19.8368   162.2067  19.8512   11.6505   13.1949   39.8754   17.7962   3.8722    6.5117
2520.60   4.7080    8.8426    20.5955   16.5224   158.4470  20.0524   10.2698   13.2560   42.5501   17.3095   4.2096    6.4608
2520.80   5.4882    9.5193    18.2702   14.1603   152.5495  20.0386   8.9532    15.9927   45.7621   16.0593   4.3479    6.1401
2521.00   6.2855    10.2836   16.1048   14.4447   148.7406  19.9676   10.1306   19.4136   48.7543   16.6523   4.4864    6.1699
2521.20   6.7317    10.9480   16.2032   15.6938   145.1284  19.8493   11.2286   22.6756   46.2750   17.5046   4.2280    6.4251
2521.40   6.6659    11.3083   16.9168   16.2256   140.7052  20.1964   12.4181   25.4490   43.7836   18.4435   4.2194    5.4135
2521.60   6.2148    11.4373   18.4670   16.4977   134.2180  20.0149   12.8182   26.6097   43.0386   19.7776   4.7094    5.2869
2521.80   5.6711    11.1428   19.9926   17.4746   127.9518  19.9913   12.4823   25.2779   43.9790   22.1865   5.1238    5.5651
2522.00   5.2493    10.8555   20.3494   19.4905   121.6366  20.0090   13.2704   23.8974   45.5178   25.0649   5.8400    4.9568
2522.20   5.2615    10.6048   21.5428   19.7502   116.8203  20.0090   13.1778   24.2883   47.6917   27.9555   6.4072    4.6458
2522.40   5.5151    10.5124   23.2530   19.3544   116.6482  20.5376   14.5629   25.0947   49.8657   33.3910   7.0754    4.2542
2522.60   5.9344    10.6121   25.7382   19.0947   116.6482  21.0780   16.7230   25.4856   52.7479   36.2817   7.4369    4.2102
2522.80   6.5196    11.3253   28.5556   20.3809   115.3213  21.3738   18.9013   25.4856   55.9355   42.2730   7.6515    4.1427
2523.00   7.0608    12.8027   31.3730   23.2501   112.9869  21.2496   21.4819   22.3580   58.2438   47.2143   7.4124    4.1989
2523.20   7.5387    15.8817   35.9129   27.9619   109.9889  20.7959   26.2160   19.1814   58.7445   49.1538   6.6091    4.8248
2523.40   7.7240    18.5226   44.8942   33.3416   105.1481  20.8176   29.7623   17.6152   56.9980   48.3632   4.9299    5.6497
2523.60   7.6216    22.0640   55.1181   38.7460   100.1352  20.7368   30.3834   15.1252   52.5403   30.2162   4.3599    6.0105
2523.80   6.9877    24.2546   64.6161   39.0304   95.3434   19.9853   20.6735   13.9572   49.2794   24.1754   3.9480    5.4829
2524.00   5.9783    25.3621   64.9852   36.1984   91.8786   19.7270   15.1771   12.9016   46.8857   21.3342   3.8896    5.6971
2524.20   5.0762    25.0091   54.2446   31.8328   89.5933   19.7388   12.5933   11.9805   44.8461   20.6918   4.0160    5.7255
2524.40   4.6739    23.2567   46.9611   25.3154   91.4117   19.6994   11.3577   11.4575   43.3073   20.9265   4.0534    5.5837
2524.60   4.5520    22.4413   40.6250   21.6671   96.6703   19.6441   11.2951   11.6799   42.0249   21.1118   4.2445    5.6208
2524.80   4.5300    21.9180   34.5842   19.7131   102.2239  19.6323   11.8936   12.0415   40.9013   21.1242   4.0613    5.7489
2525.00   4.5398    21.5894   30.3150   19.0700   107.4579  19.6126   12.5794   12.2321   40.0708   21.0006   3.9586    5.8022
2525.20   4.4740    21.2000   27.4483   19.3915   112.5691  19.6146   11.7324   12.0000   39.8876   20.9265   3.8884    5.9548
2525.40   4.4350    20.6766   25.6152   19.3421   117.1397  19.6146   12.1105   11.4771   39.8999   20.8030   3.9110    6.1313
2525.60   4.5057    19.7639   24.1511   19.3173   121.4891  19.5830   12.0570   11.0104   39.6678   20.6177   3.7971    5.6262
2525.80   4.6178    18.2792   23.1053   19.2926   125.2980  19.5613   11.6462   10.9933   39.2159   20.2718   3.8957    5.3245
2526.00   4.7129    15.6870   22.3179   19.3050   128.8610  19.5514   11.6247   10.6903   38.6419   20.0494   4.0540    5.4839
2526.20   4.7470    13.7155   22.1949   19.2431   131.9572  19.6146   11.3326   10.4582   38.0435   19.7406   3.7852    5.3475
2526.40   4.8568    12.8782   22.2072   19.1071   135.0780  19.8374   11.0642   10.2847   37.3718   19.2835   3.8234    5.5768
2526.60   5.0591    12.3963   22.2072   18.5877   138.1742  19.8867   11.1502   10.1576   37.0176   18.8264   4.0270    5.6017
2526.80   5.2664    12.1796   22.1826   18.0064   140.9018  19.9617   11.2162   10.0990   36.8955   18.3941   3.6982    5.1832
2527.00   5.3980    11.9630   22.1580   17.4870   143.7277  20.0544   11.1708   10.0330   37.2008   18.1594   3.7397    5.0336
2527.20   5.5638    11.8097   21.9857   17.0294   146.4062  19.9321   11.1708   9.9646    38.0191   18.1594   3.4711    5.1470
2527.40   5.7735    11.6782   21.6412   16.8439   148.8635  19.9636   11.0275   9.8644    38.4831   18.2952   3.5297    5.1377
2527.60   5.7735    11.4957   21.3460   17.9421   151.6648  20.1254   10.7822   9.7935    38.5808   18.4311   3.5683    4.7739
2527.80   5.6955    11.2888   21.0138   17.6577   154.6873  20.2161   10.4803   9.7544    38.3854   18.4311   3.4746    4.8737
2528.00   5.5541    11.0332   20.7308   17.4227   157.0217  20.1845   10.1008   9.7227    37.9946   18.2952   3.3137    4.8243
2528.20   5.3078    10.7119   20.4232   17.4054   159.0859  20.1530   9.8434    9.6640    37.5916   18.4311   3.5665    4.9368
2528.40   5.0859    10.3347   20.0172   17.5340   161.5923  20.1628   10.1194   9.5638    37.2130   18.5547   3.5542    5.3514
2528.60   4.8909    10.0037   19.5743   17.8951   163.8285  20.4035   10.6439   9.4734    36.7611   18.6411   3.6958    5.0947
2528.80   4.7592    9.6970    19.0084   18.2068   165.4749  20.5159   10.3994   9.3732    36.3337   18.6288   3.7319    4.6400
2529.00   4.6812    9.4438    18.4916   18.2884   167.0475  20.5257   10.2396   9.3219    36.0894   18.4929   3.7376    4.7348
2529.20   4.6788    9.2345    18.1841   18.0213   168.3991  20.5336   9.9162    9.5125    36.0283   18.2335   3.7738    5.2194
2529.40   4.7080    9.0082    18.1102   17.5563   169.6769  20.5119   10.0785   10.0354   35.9917   17.7023   3.9580    4.9705
2529.60   4.7202    8.8086    18.1718   17.4746   170.5123  20.4962   10.6557   10.5535   36.3581   16.8746   3.9290    5.0830
2529.80   4.7202    8.6528    18.5778   17.7170   171.4461  20.4390   11.8629   11.1570   38.2877   15.7875   3.9837    5.0272
2530.00   4.7739    8.5871    19.2052   17.9693   172.4536  20.4764   10.3573   11.5406   42.0005   14.6263   4.1243    5.1852
2530.20   5.0616    8.5627    19.5128   17.9941   172.5519  20.7427   10.5151   11.7312   45.6888   13.6133   4.2725    5.5631
2530.40   5.4736    8.5481    19.5251   17.7715   171.2250  20.9912   10.1756   11.8509   49.2550   12.8968   4.4929    5.1607
2530.60   5.9271    8.5579    19.3282   15.5256   168.7677  21.0287   8.4091    12.0073   54.7142   12.9957   4.8074    4.8331
2530.80   6.3099    8.6236    18.7254   13.7101   164.9097  20.9557   7.0266    12.5522   58.6346   14.8240   5.1042    4.3241
2531.00   6.9048    8.8207    16.9168   11.7141   156.2108  20.9458   7.3935    14.3262   53.7372   17.4923   5.3864    4.3285
2531.20   7.3217    9.2759    14.1363   11.2540   140.3858  20.9380   10.2057   16.9139   48.3390   21.1365   5.7577    4.2058
2531.40   7.5046    9.7310    12.7707   13.2525   123.4550  21.3245   12.5008   16.1979   45.1392   25.3737   6.1368    4.2742
2531.60   7.8679    10.3274   14.3947   17.7269   112.9869  21.7663   13.4975   15.1741   45.7499   26.8561   6.2093    4.2361
2531.80   8.2848    10.8701   19.2175   18.5382   105.4675  22.0523   15.6085   13.7984   48.7543   27.8691   5.3874    4.4732
2532.00   8.4920    11.5444   28.7156   21.3579   97.9482   21.9478   17.3449   12.6622   50.1343   27.7208   4.7310    4.5119
2532.20   8.4530    12.2916   34.3873   24.6104   89.2001   22.0523   17.4090   11.5235   49.5970   24.2248   4.5015    4.8238
2532.40   8.2189    13.1362   37.3647   27.5538   83.6466   21.3620   14.4719   10.6414   46.8979   18.8635   4.0256    5.1788
2532.60   7.7167    13.4940   36.4788   27.4054   81.1402   21.3127   11.4503   9.9719    44.8461   17.7270   3.8877    5.1451
2532.80   7.1193    13.1970   30.8194   24.0539   82.0494   21.3995   9.5819    9.3879    44.9927   15.5009   3.8538    4.9759
2533.00   6.5025    12.4279   25.8243   18.7534   85.3913   21.4784   8.4870    8.9798    45.6400   13.9642   3.8728    4.8595
2533.20   6.0076    12.8733   22.2441   15.8471   91.6083   21.4626   7.4895    8.2957    46.4582   12.6597   3.7687    4.8732
2533.40   5.5760    13.2262   15.9326   13.9401   97.8990   21.3028   7.4510    7.6652    45.8109   12.3064   3.6249    5.2820
2533.60   5.1128    12.6835   12.7928   13.8239   106.7944  20.9103   7.6628    7.1130    45.0659   12.8153   3.6986    5.7558
2533.80   4.6325    12.1504   10.9375   14.0935   121.8332  20.9064   7.8835    6.7587    44.4187   13.1563   3.8684    4.9847
2534.00   4.2302    11.6149   10.7628   14.3953   141.0984  20.8729   8.0213    6.5486    44.2477   13.3095   3.5810    5.2326
2534.20   3.9571    11.0965   10.7825   14.5560   149.8218  20.7249   8.0213    6.4068    44.8583   13.6998   3.7280    5.3612
2534.40   3.9303    10.2811   10.5340   14.1677   157.9310  20.7072   7.8111    6.2871    46.1041   14.3101   3.8904    5.2634
2534.60   4.2862    9.0787    10.3371   13.1734   164.0251  20.7920   7.6515    6.2285    46.4338   14.9253   3.9737    5.0869
2534.80   4.6812    8.8572    10.6988   12.5600   168.5465  20.7388   7.9771    6.2993    45.9941   15.9234   4.0468    5.1157
2535.00   5.0762    9.0252    12.7141   12.9978   171.6918  20.7092   9.4939    6.7978    45.9941   16.5213   4.0822    4.8962
2535.20   5.5224    9.0130    13.7672   14.2048   169.5294  20.6776   10.8620   7.5260    46.5559   16.3187   3.8875    5.4355
2535.40   5.7516    8.7648    14.3209   14.6945   166.5807  20.3542   10.5384   8.0073    49.4993   12.4472   3.5612    5.3543
2535.60   5.6638    8.3145    14.2003   14.2938   164.3445  20.3305   9.2486    7.8412    53.9326   11.7999   3.4088    5.4888
2535.80   5.4785    7.7157    12.3942   12.4709   163.0421  20.3088   8.0154    7.0495    56.8026   11.7208   3.4364    5.5118
2536.00   5.5955    7.2070    11.9734   11.6127   164.2954  20.2772   6.9621    6.2651    56.2653   12.0025   3.2769    5.5910
2536.20   5.6979    7.0050    12.0669   11.5731   167.3670  20.2575   6.7497    6.0354    55.0928   12.4497   3.3545    5.8042
2536.40   5.7686    6.9052    11.9488   12.2137   169.8489  20.2358   7.6205    6.2944    54.5921   12.5386   3.4603    5.9641
2536.60   5.7369    6.8103    10.8415   12.7776   171.5444  20.2161   7.5952    6.3946    56.5950   12.1952   3.5081    5.8052
2536.80   5.6077    6.5936    9.5792    11.6201   172.2079  20.1964   7.1653    6.2602    59.3918   11.4169   3.4781    6.1063
2537.00   5.5370    6.3795    9.1732    10.3834   172.8468  20.2062   6.7547    6.1332    62.5794   10.5201   3.5352    5.3670
2537.20   5.5443    6.6083    9.4168    10.6604   173.1417  20.1964   6.5173    6.1943    68.2462   9.6875    3.3337    5.6863
2537.40   5.5906    7.0074    10.1550   11.1205   172.5273  20.4311   7.1205    6.3775    77.3449   8.8079    3.3815    5.5568
2537.60   5.6077    7.2167    9.0477    10.4403   173.0679  20.7368   6.6705    6.5877    83.5002   8.2273    3.1956    6.3332
2537.80   5.5687    6.8103    7.7461    8.5877    174.2229  20.7664   5.9083    6.6219    88.4954   7.6763    3.0202    6.5929
2538.00   5.4639    6.4184    7.2761    6.9379    176.2624  20.7328   5.0904    6.6341    89.4846   7.2464    3.0661    6.4056
2538.20   5.2981    6.3405    7.0030    6.1291    177.7122  20.7111   4.9735    6.6659    87.6404   7.1031    3.3053    6.4017
2538.40   5.1469    6.3649    6.8110    5.8842    177.1716  20.7861   5.3188    6.7929    84.5383   7.3774    3.3878    6.7107
2538.60   4.8933    6.3527    6.3878    5.6839    175.5007  20.7447   5.3819    6.9420    80.5691   7.8073    3.3016    6.0056
2538.80   4.8007    6.2188    5.6668    5.4267    175.2304  20.7230   5.1017    6.8931    75.2076   8.2298    3.2136    5.2106
2539.00   4.8885    5.9705    5.2904    5.6864    175.1075  20.0346   5.3424    6.6903    69.9927   10.1964   3.2777    5.2482
2539.20   4.9957    5.9803    5.5856    6.9429    174.0754  20.0287   5.9674    6.4557    65.4983   10.9648   3.2648    4.9353
2539.40   5.0640    6.1969    6.3238    8.9068    171.7656  20.1333   8.0629    6.5388    66.1700   10.9080   3.3588    5.3998
2539.60   4.9055    6.2821    7.8568    11.4742   167.8830  20.7585   9.0128    6.8198    79.9951   9.9666    3.4315    5.9641
2539.80   4.7617    6.1190    8.0315    12.8197   165.9172  21.0188   7.7623    6.7734    84.9170   8.7387    3.4805    6.0227
2540.00   4.8251    5.9511    7.0472    11.2194   167.3670  20.6934   6.2467    6.5290    89.4846   7.9704    3.5303    7.0119
2540.20   5.0226    6.1701    7.7805    7.6478    171.4953  21.1490   5.2836    6.4826    91.0601   7.6022    3.4787    7.3067
2540.40   5.2249    6.4793    8.6171    5.9980    172.0850  21.1805   5.7049    6.6756    90.6448   7.6640    3.6122    6.5215
2540.60   5.3736    6.4963    8.1865    5.6047    170.3403  20.9912   5.1243    7.0886    90.4372   8.0815    3.4388    6.9601
2540.80   5.4517    6.5474    7.1334    5.7235    167.6619  20.7111   5.3129    7.4087    91.2677   8.3484    3.3181    7.4446
2541.00   5.4200    6.7689    6.5182    5.8422    165.6715  20.8591   5.7598    7.4844    92.2692   8.3706    3.3933    7.4613
2541.20   5.3151    6.6204    6.3681    5.8867    164.4920  20.8946   5.3621    7.3451    93.9301   8.0247    3.7152    7.5806
2541.40   5.2200    6.4573    6.1713    5.8744    164.0988  20.8827   5.1909    7.4038    96.3117   7.3453    3.5773    7.8270
2541.60   5.2639    6.4817    5.7653    5.7284    163.5582  20.9202   5.2101    7.4404    96.6414   7.1872    3.5463    7.5053
2541.80   5.3785    6.4306    5.6644    5.4143    163.1650  20.7171   5.1718    7.3329    95.4934   7.4317    3.3410    7.5082
2542.00   5.6345    6.2480    5.6644    5.6295    162.6490  20.7388   5.2603    7.1326    91.8784   8.0865    3.3784    7.7057
2542.20   5.9588    6.1701    5.6324    6.5446    162.0101  20.5711   5.2603    6.9908    90.5716   8.6226    3.4840    6.7997
2542.40   6.2246    6.6715    6.1220    7.3287    160.2900  20.5691   5.8822    7.3476    91.6952   9.1909    3.6306    6.0848
2542.60   6.3367    7.2070    6.9783    8.6421    157.0217  20.9537   6.8804    8.1246    93.5149   9.1513    3.6241    6.5068
2542.80   6.0344    7.0512    7.4237    9.5795    149.3550  21.2299   8.7864    9.0116    95.5423   10.0408   3.6608    6.8339
2543.00   5.5394    6.5133    6.5404    10.0693   145.3495  21.5079   6.1575    9.1313    97.1422   9.6059    3.7624    7.8275
2543.20   5.2371    6.3113    6.3140    8.2587    145.3004  21.6066   5.8822    7.8656    98.4367   8.5954    3.6196    8.1820
2543.40   5.0347    6.3186    6.6585    6.9107    151.7877  21.6480   5.1584    7.1936    99.2672   7.8196    3.2499    7.9976
2543.60   4.9957    6.4841    7.1260    6.1934    156.9235  21.8176   5.0493    6.9420    99.8046   7.2983    3.2873    8.0504
2543.80   5.0933    6.5961    6.8824    5.5108    160.1671  21.9221   5.0567    7.1399    100.2198  7.0784    3.2765    7.5180
2544.00   5.2444    6.5961    6.3091    5.0730    161.4695  21.9083   5.2139    7.3745    100.3542  7.1797    3.3690    7.4749
2544.20   5.2834    6.6569    6.0310    4.8528    161.9855  21.8965   5.2914    7.3109    100.2443  7.4145    3.5663    7.6871
2544.40   5.3029    6.7689    5.9966    5.2140    161.8626  21.7229   5.3483    7.1106    100.0489  7.4910    3.4005    7.4549
2544.60   5.4005    7.1802    5.9695    5.4959    160.8060  21.5829   5.3700    7.0226    100.0122  7.4392    3.4875    7.3786
2544.80   5.5175    7.4894    5.8809    5.4786    159.9459  21.5947   5.3522    7.0984    100.1588  7.2193    3.5738    7.2681
2545.00   5.6077    7.5356    5.8538    5.3871    159.8968  21.5829   5.2216    7.2987    100.2443  6.8709    3.3359    7.4710
2545.20   5.6979    7.2216    5.9621    5.4168    160.5357  21.5513   5.1186    7.3769    100.3908  6.7671    3.3088    7.5546
2545.40   5.6979    7.2021    5.9867    5.4267    161.4695  21.5316   5.0307    7.1741    100.5618  6.8586    3.3220    7.6392
2545.60   5.7247    7.3774    5.9646    5.3030    161.8626  21.6125   5.0103    6.9640    100.8793  7.0389    3.4570    7.4877
2545.80   5.9173    7.5210    5.9129    5.2634    161.3958  21.6776   5.1928    7.1374    101.1969  7.1229    3.6590    7.0906
2546.00   5.9052    7.5064    5.9572    5.4563    161.0763  21.6361   5.1966    7.4258    101.2946  7.1353    3.4828    7.2686
2546.20   5.6979    7.3628    6.0728    5.8719    161.3466  21.6243   5.2081    7.6335    101.2335  7.0513    3.5642    7.1033
2546.40   5.6687    7.0050    6.0335    5.6072    161.9855  21.5947   5.3207    7.4771    101.0747  7.0167    3.5996    7.1806
2546.60   5.7832    6.8443    5.8514    5.2857    162.6490  21.5750   5.1775    7.3476    100.8671  7.0686    3.1864    6.8369
2546.80   5.8808    6.8906    5.8095    5.4143    164.5165  21.5533   5.0233    7.4966    100.6595  7.0439    3.0238    7.0500
2547.00   5.8759    6.9101    5.9203    5.3228    166.5315  21.5336   5.0159    7.3109    100.4030  6.9401    2.9748    7.2618
2547.20   5.7808    6.7981    5.8957    5.1793    167.3670  21.5336   4.9533    7.2205    100.2198  6.9253    3.0592    7.8338
2547.40   5.6735    6.6594    5.8711    5.1917    167.4899  21.5987   4.8628    7.0031    99.9756   6.9253    2.9162    7.7346
2547.60   5.5297    6.7129    5.8071    5.5800    166.3104  21.6480   4.9043    6.7074    99.8046   7.1797    2.8711    7.3483
2547.80   5.3566    6.7908    5.6398    5.5949    165.6715  21.6480   4.9369    6.4679    99.8779   7.7332    3.1501    7.2779
2548.00   5.1932    6.7129    5.4946    5.3846    166.1384  21.6598   4.8988    6.3360    100.2198  8.0692    3.3380    7.5150
2548.20   5.2005    6.5961    5.6373    5.3995    166.7035  21.7032   4.8988    6.2431    100.7572  8.1211    3.3682    7.5243
2548.40   5.2883    6.4573    5.6422    5.6641    166.5807  21.7564   4.9588    6.1429    101.3679  8.0544    3.3874    7.6334
2548.60   5.5882    6.5401    5.5364    6.0623    166.1875  21.5612   5.0307    6.0134    101.7709  7.9629    3.4580    7.9272
2548.80   5.9759    6.9466    5.4995    6.2651    166.1875  21.5237   5.1394    6.0208    102.0396  7.7505    3.3811    7.6011
2549.00   6.3050    7.6086    6.0113    6.5026    166.5315  21.5671   5.0530    6.1478    102.0029  7.4466    3.4262    7.6955
2549.20   6.6147    7.8812    6.6511    7.1358    167.0230  21.5139   5.1871    6.9444    102.0151  7.1328    3.5520    7.3542
2549.40   6.7463    7.7181    6.6166    7.4771    167.6864  21.4823   5.2680    7.5602    102.0274  7.0809    3.5694    7.7043
2549.60   6.3440    7.0464    5.9793    7.1828    169.1363  21.4409   5.0214    7.1643    101.8686  7.1674    3.3992    8.3600
2549.80   5.8808    6.6618    5.4035    6.7747    171.7164  21.4034   4.8575    6.5706    101.7953  7.3354    3.2434    8.0710
2550.00   5.3785    6.4549    5.1132    6.3863    174.0509  21.3896   4.8342    6.3311    101.8930  7.4095    3.2712    8.1341
2550.20   5.1518    6.3770    5.0837    5.8224    176.5573  21.3541   4.8218    6.3995    102.0518  7.2514    3.3860    8.2387
2550.40   4.9835    6.2675    5.2731    5.3030    179.1621  21.4034   4.7319    6.5803    102.2960  6.9129    3.2240    8.4533
2550.60   4.8397    6.0947    5.3027    6.0054    182.2583  21.4606   4.6147    6.6561    102.5647  6.3545    3.3210    8.3155
2550.80   4.7105    5.8951    5.1427    6.2429    185.4528  21.4212   4.5505    6.7269    102.6380  5.8456    3.2238    7.8324
2551.00   4.6788    5.7393    4.9631    5.9634    188.2787  21.3679   4.5505    7.0935    102.5525  5.6306    3.2295    8.1820
2551.20   4.5081    5.6639    4.6580    5.6047    190.3919  21.5178   4.5774    7.4502    102.3449  5.5639    3.1347    7.9311
2551.40   4.3399    5.6468    4.4316    4.6822    192.8492  21.5809   4.5656    7.5235    102.1251  5.6109    3.1280    7.7096
2551.60   4.3106    5.6858    4.6973    4.4348    195.2083  21.5770   4.5304    7.3232    101.7465  5.7641    3.3880    8.0622
2551.80   4.3740    5.8537    4.9090    4.8578    196.4369  21.5809   4.5589    7.3867    101.3434  5.9148    3.4762    7.5336
2552.00   4.4691    5.9316    4.4759    4.4670    196.1420  21.6125   4.7617    7.7972    100.8183  6.0852    3.3539    7.8128
2552.20   4.3886    5.9462    4.4734    4.4002    192.9230  21.6085   5.0998    8.1686    100.2320  6.3175    3.4309    7.4901
2552.40   4.2667    5.8756    4.7244    4.9963    187.6889  21.6105   5.3899    8.3519    99.4871   6.5868    3.4770    7.6055
2552.60   4.1570    5.7637    4.8081    5.4291    181.3736  21.8018   5.0735    8.4203    98.7054   6.9401    3.8475    7.0662
2552.80   4.1009    5.6468    4.6235    5.3277    175.6235  21.7920   4.8682    8.2590    97.6795   7.4268    3.9531    7.2006
2553.00   4.2009    5.6468    4.4980    5.0507    169.7260  21.7998   5.1149    7.9267    96.5437   7.9111    3.8359    7.3014
2553.20   4.7080    5.9973    4.9139    5.2140    163.9513  21.6460   5.4378    7.6432    95.9697   8.3237    3.8735    6.9723
2553.40   5.3078    6.6107    5.4700    5.5553    158.2012  21.6716   5.6110    7.6139    95.8354   8.5880    3.9182    6.6980
2553.60   5.7320    7.1389    6.1442    6.0376    153.0163  21.7505   6.0116    8.3787    96.1163   8.7116    4.1655    7.1909
2553.80   5.8174    7.3044    6.8602    6.6980    148.8881  21.7150   6.6656    8.7428    96.5559   8.5781    4.2868    6.7483
2554.00   5.7320    6.9368    7.1383    7.5390    145.7181  21.6894   6.3629    8.0342    97.2521   8.3904    4.1914    7.0383
2554.20   5.6443    6.8078    6.8307    7.9669    145.7427  21.6795   5.9476    7.4844    97.9238   8.1828    4.0095    7.0867
2554.40   5.6467    7.0804    6.7397    6.8687    147.4874  21.6776   5.9608    7.4551    98.6566   7.9506    3.9331    7.1273
